date,store_nbr,transactions
2017-06-07,53,1057
2017-06-07,54,735
2017-06-08,1,1694
2017-06-08,2,1688
2017-06-08,3,2706
2017-06-08,4,1215
2017-06-08,5,1142
2017-06-08,6,1541
2017-06-08,7,1749
2017-06-08,8,2509
2017-06-08,9,1835
2017-06-08,10,799
2017-06-08,11,2039
2017-06-08,12,1248
2017-06-08,13,823
2017-06-08,14,1214
2017-06-08,15,1328
2017-06-08,16,675
2017-06-08,17,1254
2017-06-08,18,1252
2017-06-08,19,978
2017-06-08,20,1285
2017-06-08,21,892
2017-06-08,22,742
2017-06-08,23,936
2017-06-08,24,2060
2017-06-08,25,695
2017-06-08,26,435
2017-06-08,27,1401
2017-06-08,28,1083
2017-06-08,29,979
2017-06-08,30,739
2017-06-08,31,1354
2017-06-08,32,548
2017-06-08,33,845
2017-06-08,34,1921
2017-06-08,35,626
2017-06-08,36,1026
2017-06-08,37,1402
2017-06-08,38,1291
2017-06-08,39,1336
2017-06-08,40,1288
2017-06-08,41,984
2017-06-08,42,1031
2017-06-08,43,1287
2017-06-08,44,3740
2017-06-08,45,3092
2017-06-08,46,2850
2017-06-08,47,3123
2017-06-08,48,2244
2017-06-08,49,2783
2017-06-08,50,2082
2017-06-08,51,1431
2017-06-08,52,1725
2017-06-08,53,897
2017-06-08,54,658
2017-06-09,1,1886
2017-06-09,2,1888
2017-06-09,3,3280
2017-06-09,4,1351
2017-06-09,5,1260
2017-06-09,6,1750
2017-06-09,7,2127
2017-06-09,8,2813
2017-06-09,9,1825
2017-06-09,10,762
2017-06-09,11,2260
2017-06-09,12,1136
2017-06-09,13,818
2017-06-09,14,1304
2017-06-09,15,1306
2017-06-09,16,693
2017-06-09,17,1353
2017-06-09,18,1210
2017-06-09,19,1046
2017-06-09,20,1283
2017-06-09,21,971
2017-06-09,22,793
2017-06-09,23,1062
2017-06-09,24,2294
2017-06-09,25,842
2017-06-09,26,544
2017-06-09,27,1526
2017-06-09,28,1018
2017-06-09,29,1011
2017-06-09,30,674
2017-06-09,31,1263
2017-06-09,32,581
2017-06-09,33,834
2017-06-09,34,2191
2017-06-09,35,591
2017-06-09,36,1063
2017-06-09,37,1609
2017-06-09,38,1470
2017-06-09,39,1380
2017-06-09,40,1344
2017-06-09,41,1078
2017-06-09,42,1188
2017-06-09,43,1358
2017-06-09,44,4612
2017-06-09,45,3951
2017-06-09,46,3226
2017-06-09,47,3786
2017-06-09,48,2578
2017-06-09,49,3235
2017-06-09,50,2405
2017-06-09,51,1739
2017-06-09,52,2034
2017-06-09,53,1070
2017-06-09,54,759
2017-06-10,1,1362
2017-06-10,2,1967
2017-06-10,3,3517
2017-06-10,4,1495
2017-06-10,5,1297
2017-06-10,6,1985
2017-06-10,7,1901
2017-06-10,8,2899
2017-06-10,9,2142
2017-06-10,10,1036
2017-06-10,11,2560
2017-06-10,12,1276
2017-06-10,13,1054
2017-06-10,14,1509
2017-06-10,15,1362
2017-06-10,16,772
2017-06-10,17,1603
2017-06-10,18,1278
2017-06-10,19,1569
2017-06-10,20,1686
2017-06-10,21,1339
2017-06-10,22,813
2017-06-10,23,941
2017-06-10,24,2164
2017-06-10,25,1066
2017-06-10,26,498
2017-06-10,27,1851
2017-06-10,28,1419
2017-06-10,29,1203
2017-06-10,30,727
2017-06-10,31,1440
2017-06-10,32,647
2017-06-10,33,946
2017-06-10,34,2173
2017-06-10,35,709
2017-06-10,36,1080
2017-06-10,37,1591
2017-06-10,38,1972
2017-06-10,39,1797
2017-06-10,40,1424
2017-06-10,41,1258
2017-06-10,42,1436
2017-06-10,43,1460
2017-06-10,44,5252
2017-06-10,45,4481
2017-06-10,46,4457
2017-06-10,47,4469
2017-06-10,48,3523
2017-06-10,49,3455
2017-06-10,50,3364
2017-06-10,51,1871
2017-06-10,52,2466
2017-06-10,53,1247
2017-06-10,54,907
2017-06-11,1,585
2017-06-11,2,2134
2017-06-11,3,3701
2017-06-11,4,1695
2017-06-11,5,1212
2017-06-11,6,2169
2017-06-11,7,1681
2017-06-11,8,2791
2017-06-11,9,2163
2017-06-11,10,919
2017-06-11,11,2480
2017-06-11,12,1230
2017-06-11,13,874
2017-06-11,14,1110
2017-06-11,15,1124
2017-06-11,16,861
2017-06-11,17,1863
2017-06-11,18,1327
2017-06-11,19,1152
2017-06-11,20,2144
2017-06-11,21,1505
2017-06-11,22,805
2017-06-11,23,982
2017-06-11,24,1732
2017-06-11,25,804
2017-06-11,26,603
2017-06-11,27,1965
2017-06-11,28,1788
2017-06-11,29,1512
2017-06-11,30,723
2017-06-11,31,1805
2017-06-11,32,640
2017-06-11,33,986
2017-06-11,34,2012
2017-06-11,35,709
2017-06-11,36,1191
2017-06-11,37,1180
2017-06-11,38,1952
2017-06-11,39,1563
2017-06-11,40,1278
2017-06-11,41,1495
2017-06-11,42,1401
2017-06-11,43,1693
2017-06-11,44,5472
2017-06-11,45,4827
2017-06-11,46,4649
2017-06-11,47,4494
2017-06-11,48,4032
2017-06-11,49,3550
2017-06-11,50,3216
2017-06-11,51,1918
2017-06-11,52,2652
2017-06-11,53,1335
2017-06-11,54,1172
2017-06-12,1,1711
2017-06-12,2,1660
2017-06-12,3,2738
2017-06-12,4,1182
2017-06-12,5,1279
2017-06-12,6,1485
2017-06-12,7,1783
2017-06-12,8,2543
2017-06-12,9,1855
2017-06-12,10,832
2017-06-12,11,2058
2017-06-12,12,1163
2017-06-12,13,856
2017-06-12,14,1344
2017-06-12,15,1365
2017-06-12,16,702
2017-06-12,17,1310
2017-06-12,18,1282
2017-06-12,19,1124
2017-06-12,20,1215
2017-06-12,21,1094
2017-06-12,22,784
2017-06-12,23,941
2017-06-12,24,2020
2017-06-12,25,722
2017-06-12,26,477
2017-06-12,27,1529
2017-06-12,28,1174
2017-06-12,29,1131
2017-06-12,30,708
2017-06-12,31,1292
2017-06-12,32,563
2017-06-12,33,873
2017-06-12,34,1988
2017-06-12,35,682
2017-06-12,36,1018
2017-06-12,37,1450
2017-06-12,38,1211
2017-06-12,39,1296
2017-06-12,40,1462
2017-06-12,41,1035
2017-06-12,42,1107
2017-06-12,43,1369
2017-06-12,44,3755
2017-06-12,45,3372
2017-06-12,46,2867
2017-06-12,47,3356
2017-06-12,48,2393
2017-06-12,49,2754
2017-06-12,50,2172
2017-06-12,51,1494
2017-06-12,52,1781
2017-06-12,53,942
2017-06-12,54,781
2017-06-13,1,1766
2017-06-13,2,1728
2017-06-13,3,2756
2017-06-13,4,1205
2017-06-13,5,1187
2017-06-13,6,1554
2017-06-13,7,1833
2017-06-13,8,2580
2017-06-13,9,1895
2017-06-13,10,901
2017-06-13,11,2142
2017-06-13,12,1142
2017-06-13,13,791
2017-06-13,14,1266
2017-06-13,15,1351
2017-06-13,16,696
2017-06-13,17,1487
2017-06-13,18,1402
2017-06-13,19,1114
2017-06-13,20,1439
2017-06-13,21,972
2017-06-13,22,778
2017-06-13,23,918
2017-06-13,24,1905
2017-06-13,25,636
2017-06-13,26,446
2017-06-13,27,1422
2017-06-13,28,1249
2017-06-13,29,1187
2017-06-13,30,766
2017-06-13,31,1354
2017-06-13,32,578
2017-06-13,33,954
2017-06-13,34,1868
2017-06-13,35,660
2017-06-13,36,1095
2017-06-13,37,1400
2017-06-13,38,1266
2017-06-13,39,1401
2017-06-13,40,1489
2017-06-13,41,1025
2017-06-13,42,999
2017-06-13,43,1328
2017-06-13,44,3789
2017-06-13,45,3280
2017-06-13,46,2816
2017-06-13,47,3109
2017-06-13,48,2245
2017-06-13,49,2609
2017-06-13,50,2483
2017-06-13,51,1428
2017-06-13,52,1685
2017-06-13,53,918
2017-06-13,54,770
2017-06-14,1,1832
2017-06-14,2,1841
2017-06-14,3,3076
2017-06-14,4,1341
2017-06-14,5,1247
2017-06-14,6,1762
2017-06-14,7,1987
2017-06-14,8,2755
2017-06-14,9,1724
2017-06-14,10,781
2017-06-14,11,2115
2017-06-14,12,1167
2017-06-14,13,790
2017-06-14,14,1264
2017-06-14,15,1327
2017-06-14,16,713
2017-06-14,17,1441
2017-06-14,18,1214
2017-06-14,19,1089
2017-06-14,20,1313
2017-06-14,21,887
2017-06-14,22,756
2017-06-14,23,994
2017-06-14,24,2174
2017-06-14,25,747
2017-06-14,26,529
2017-06-14,27,1560
2017-06-14,28,1056
2017-06-14,29,1050
2017-06-14,30,627
2017-06-14,31,1183
2017-06-14,32,525
2017-06-14,33,753
2017-06-14,34,1784
2017-06-14,35,550
2017-06-14,36,1030
2017-06-14,37,1453
2017-06-14,38,1324
2017-06-14,39,1239
2017-06-14,40,1311
2017-06-14,41,1111
2017-06-14,42,1132
2017-06-14,43,1259
2017-06-14,44,4170
2017-06-14,45,3493
2017-06-14,46,2935
2017-06-14,47,3474
2017-06-14,48,2196
2017-06-14,49,3028
2017-06-14,50,2269
2017-06-14,51,1643
2017-06-14,52,1985
2017-06-14,53,1015
2017-06-14,54,731
2017-06-15,1,1776
2017-06-15,2,1648
2017-06-15,3,2829
2017-06-15,4,1305
2017-06-15,5,1123
2017-06-15,6,1534
2017-06-15,7,1828
2017-06-15,8,2616
2017-06-15,9,1872
2017-06-15,10,815
2017-06-15,11,2162
2017-06-15,12,1157
2017-06-15,13,839
2017-06-15,14,1293
2017-06-15,15,1271
2017-06-15,16,675
2017-06-15,17,1325
2017-06-15,18,1322
2017-06-15,19,1016
2017-06-15,20,1448
2017-06-15,21,890
2017-06-15,22,684
2017-06-15,23,953
2017-06-15,24,2197
2017-06-15,25,721
2017-06-15,26,551
2017-06-15,27,1448
2017-06-15,28,1217
2017-06-15,29,1141
2017-06-15,30,746
2017-06-15,31,1356
2017-06-15,32,557
2017-06-15,33,824
2017-06-15,34,1932
2017-06-15,35,629
2017-06-15,36,1085
2017-06-15,37,1381
2017-06-15,38,1349
2017-06-15,39,1290
2017-06-15,40,1295
2017-06-15,41,1025
2017-06-15,42,1040
2017-06-15,43,1272
2017-06-15,44,3922
2017-06-15,45,3358
2017-06-15,46,3057
2017-06-15,47,3382
2017-06-15,48,2448
2017-06-15,49,2866
2017-06-15,50,2295
2017-06-15,51,1509
2017-06-15,52,1875
2017-06-15,53,1010
2017-06-15,54,672
2017-06-16,1,1946
2017-06-16,2,2071
2017-06-16,3,3476
2017-06-16,4,1456
2017-06-16,5,1307
2017-06-16,6,1864
2017-06-16,7,2161
2017-06-16,8,3133
2017-06-16,9,1908
2017-06-16,10,798
2017-06-16,11,2040
2017-06-16,12,1133
2017-06-16,13,770
2017-06-16,14,1246
2017-06-16,15,1352
2017-06-16,16,675
2017-06-16,17,1329
2017-06-16,18,1267
2017-06-16,19,1092
2017-06-16,20,1379
2017-06-16,21,879
2017-06-16,22,751
2017-06-16,23,1053
2017-06-16,24,2488
2017-06-16,25,855
2017-06-16,26,650
2017-06-16,27,1599
2017-06-16,28,1135
2017-06-16,29,1088
2017-06-16,30,752
2017-06-16,31,1335
2017-06-16,32,634
2017-06-16,33,793
2017-06-16,34,2366
2017-06-16,35,601
2017-06-16,36,1060
2017-06-16,37,1676
2017-06-16,38,1566
2017-06-16,39,1354
2017-06-16,40,1309
2017-06-16,41,1266
2017-06-16,42,1299
2017-06-16,43,1324
2017-06-16,44,5033
2017-06-16,45,4374
2017-06-16,46,3455
2017-06-16,47,4195
2017-06-16,48,2803
2017-06-16,49,3766
2017-06-16,50,2721
2017-06-16,51,2036
2017-06-16,52,2274
2017-06-16,53,1205
2017-06-16,54,754
2017-06-17,1,1388
2017-06-17,2,2276
2017-06-17,3,4234
2017-06-17,4,1787
2017-06-17,5,1479
2017-06-17,6,2389
2017-06-17,7,2218
2017-06-17,8,3185
2017-06-17,9,2382
2017-06-17,10,1138
2017-06-17,11,2659
2017-06-17,12,1326
2017-06-17,13,1078
2017-06-17,14,1713
2017-06-17,15,1415
2017-06-17,16,817
2017-06-17,17,1738
2017-06-17,18,1430
2017-06-17,19,1772
2017-06-17,20,1972
2017-06-17,21,1342
2017-06-17,22,916
2017-06-17,23,1178
2017-06-17,24,2561
2017-06-17,25,1039
2017-06-17,26,706
2017-06-17,27,1963
2017-06-17,28,1582
2017-06-17,29,1416
2017-06-17,30,768
2017-06-17,31,1701
2017-06-17,32,718
2017-06-17,33,1108
2017-06-17,34,2804
2017-06-17,35,826
2017-06-17,36,1217
2017-06-17,37,1736
2017-06-17,38,2249
2017-06-17,39,1873
2017-06-17,40,1585
2017-06-17,41,1623
2017-06-17,42,1646
2017-06-17,43,1666
2017-06-17,44,5867
2017-06-17,45,5247
2017-06-17,46,4855
2017-06-17,47,5246
2017-06-17,48,3970
2017-06-17,49,4459
2017-06-17,50,3806
2017-06-17,51,2371
2017-06-17,52,3032
2017-06-17,53,1647
2017-06-17,54,1082
2017-06-18,1,577
2017-06-18,2,2059
2017-06-18,3,3427
2017-06-18,4,1730
2017-06-18,5,1251
2017-06-18,6,2187
2017-06-18,7,1794
2017-06-18,8,2587
2017-06-18,9,2141
2017-06-18,10,914
2017-06-18,11,2671
2017-06-18,12,1372
2017-06-18,13,968
2017-06-18,14,1005
2017-06-18,15,1056
2017-06-18,16,970
2017-06-18,17,1732
2017-06-18,18,1190
2017-06-18,19,1200
2017-06-18,20,1935
2017-06-18,21,1611
2017-06-18,22,823
2017-06-18,23,1093
2017-06-18,24,1743
2017-06-18,25,859
2017-06-18,26,632
2017-06-18,27,1958
2017-06-18,28,1691
2017-06-18,29,1423
2017-06-18,30,729
2017-06-18,31,1744
2017-06-18,32,741
2017-06-18,33,1022
2017-06-18,34,1981
2017-06-18,35,803
2017-06-18,36,1333
2017-06-18,37,1267
2017-06-18,38,2131
2017-06-18,39,1606
2017-06-18,40,1229
2017-06-18,41,1558
2017-06-18,42,1433
2017-06-18,43,1752
2017-06-18,44,4771
2017-06-18,45,4398
2017-06-18,46,4391
2017-06-18,47,4356
2017-06-18,48,3763
2017-06-18,49,3365
2017-06-18,50,3203
2017-06-18,51,1855
2017-06-18,52,2583
2017-06-18,53,1445
2017-06-18,54,1135
2017-06-19,1,1747
2017-06-19,2,1755
2017-06-19,3,2850
2017-06-19,4,1243
2017-06-19,5,1169
2017-06-19,6,1621
2017-06-19,7,1805
2017-06-19,8,2717
2017-06-19,9,1943
2017-06-19,10,880
2017-06-19,11,2206
2017-06-19,12,1268
2017-06-19,13,838
2017-06-19,14,1358
2017-06-19,15,1385
2017-06-19,16,707
2017-06-19,17,1370
2017-06-19,18,1324
2017-06-19,19,1154
2017-06-19,20,1336
2017-06-19,21,988
2017-06-19,22,755
2017-06-19,23,934
2017-06-19,24,2139
2017-06-19,25,659
2017-06-19,26,498
2017-06-19,27,1558
2017-06-19,28,1187
2017-06-19,29,1174
2017-06-19,30,728
2017-06-19,31,1309
2017-06-19,32,550
2017-06-19,33,893
2017-06-19,34,1979
2017-06-19,35,639
2017-06-19,36,1061
2017-06-19,37,1413
2017-06-19,38,1259
2017-06-19,39,1274
2017-06-19,40,1558
2017-06-19,41,1050
2017-06-19,42,1005
2017-06-19,43,1429
2017-06-19,44,3942
2017-06-19,45,3339
2017-06-19,46,3010
2017-06-19,47,3344
2017-06-19,48,2492
2017-06-19,49,2728
2017-06-19,50,2249
2017-06-19,51,1509
2017-06-19,52,1773
2017-06-19,53,998
2017-06-19,54,792
2017-06-20,1,1778
2017-06-20,2,1714
2017-06-20,3,2801
2017-06-20,4,1263
2017-06-20,5,1209
2017-06-20,6,1547
2017-06-20,7,1730
2017-06-20,8,2604
2017-06-20,9,1948
2017-06-20,10,881
2017-06-20,11,2236
2017-06-20,12,1138
2017-06-20,13,871
2017-06-20,14,1288
2017-06-20,15,1564
2017-06-20,16,718
2017-06-20,17,1494
2017-06-20,18,1399
2017-06-20,19,1073
2017-06-20,20,1355
2017-06-20,21,1033
2017-06-20,22,726
2017-06-20,23,938
2017-06-20,24,2213
2017-06-20,25,722
2017-06-20,26,472
2017-06-20,27,1533
2017-06-20,28,1364
2017-06-20,29,1227
2017-06-20,30,840
2017-06-20,31,1481
2017-06-20,32,571
2017-06-20,33,1009
2017-06-20,34,2010
2017-06-20,35,711
2017-06-20,36,1182
2017-06-20,37,1315
2017-06-20,38,1341
2017-06-20,39,1339
2017-06-20,40,1485
2017-06-20,41,1010
2017-06-20,42,997
2017-06-20,43,1388
2017-06-20,44,3807
2017-06-20,45,3456
2017-06-20,46,3080
2017-06-20,47,3448
2017-06-20,48,2275
2017-06-20,49,2732
2017-06-20,50,2169
2017-06-20,51,1503
2017-06-20,52,1769
2017-06-20,53,959
2017-06-20,54,792
2017-06-21,1,1841
2017-06-21,2,1877
2017-06-21,3,3106
2017-06-21,4,1382
2017-06-21,5,1202
2017-06-21,6,1733
2017-06-21,7,1967
2017-06-21,8,2733
2017-06-21,9,1754
2017-06-21,10,781
2017-06-21,11,2077
2017-06-21,12,1263
2017-06-21,13,860
2017-06-21,14,1187
2017-06-21,15,1398
2017-06-21,16,630
2017-06-21,17,1394
2017-06-21,18,1253
2017-06-21,19,1072
2017-06-21,20,1325
2017-06-21,21,948
2017-06-21,22,717
2017-06-21,23,1033
2017-06-21,24,2230
2017-06-21,25,722
2017-06-21,26,573
2017-06-21,27,1563
2017-06-21,28,1083
2017-06-21,29,1090
2017-06-21,30,715
2017-06-21,31,1211
2017-06-21,32,592
2017-06-21,33,821
2017-06-21,34,1843
2017-06-21,35,540
2017-06-21,36,987
2017-06-21,37,1541
2017-06-21,38,1464
2017-06-21,39,1288
2017-06-21,40,1307
2017-06-21,41,1051
2017-06-21,42,1171
2017-06-21,43,1181
2017-06-21,44,4099
2017-06-21,45,3345
2017-06-21,46,3004
2017-06-21,47,3344
2017-06-21,48,2311
2017-06-21,49,2861
2017-06-21,50,2221
2017-06-21,51,1668
2017-06-21,52,1829
2017-06-21,53,1083
2017-06-21,54,658
2017-06-22,1,1739
2017-06-22,2,1683
2017-06-22,3,2695
2017-06-22,4,1155
2017-06-22,5,1111
2017-06-22,6,1609
2017-06-22,7,1821
2017-06-22,8,2467
2017-06-22,9,1811
2017-06-22,10,837
2017-06-22,11,1927
2017-06-22,12,1173
2017-06-22,13,735
2017-06-22,14,1265
2017-06-22,15,1296
2017-06-22,16,656
2017-06-22,17,1347
2017-06-22,18,1245
2017-06-22,19,909
2017-06-22,20,1363
2017-06-22,21,915
2017-06-22,22,724
2017-06-22,23,872
2017-06-22,24,2004
2017-06-22,25,666
2017-06-22,26,475
2017-06-22,27,1371
2017-06-22,28,1161
2017-06-22,29,1019
2017-06-22,30,732
2017-06-22,31,1263
2017-06-22,32,578
2017-06-22,33,803
2017-06-22,34,1832
2017-06-22,35,627
2017-06-22,36,1019
2017-06-22,37,1425
2017-06-22,38,1261
2017-06-22,39,1252
2017-06-22,40,1273
2017-06-22,41,1004
2017-06-22,42,974
2017-06-22,43,1356
2017-06-22,44,3706
2017-06-22,45,3022
2017-06-22,46,2701
2017-06-22,47,3092
2017-06-22,48,2186
2017-06-22,49,2706
2017-06-22,50,2084
2017-06-22,51,1368
2017-06-22,52,1732
2017-06-22,53,929
2017-06-22,54,663
2017-06-23,1,1843
2017-06-23,2,1920
2017-06-23,3,3306
2017-06-23,4,1417
2017-06-23,5,1228
2017-06-23,6,1713
2017-06-23,7,2113
2017-06-23,8,2854
2017-06-23,9,1773
2017-06-23,10,785
2017-06-23,11,2112
2017-06-23,12,1173
2017-06-23,13,765
2017-06-23,14,1184
2017-06-23,15,1177
2017-06-23,16,609
2017-06-23,17,1311
2017-06-23,18,1299
2017-06-23,19,1030
2017-06-23,20,1342
2017-06-23,21,900
2017-06-23,22,713
2017-06-23,23,1046
2017-06-23,24,2284
2017-06-23,25,909
2017-06-23,26,595
2017-06-23,27,1480
2017-06-23,28,1104
2017-06-23,29,985
2017-06-23,30,708
2017-06-23,31,1235
2017-06-23,32,500
2017-06-23,33,830
2017-06-23,34,2119
2017-06-23,35,606
2017-06-23,36,1012
2017-06-23,37,1624
2017-06-23,38,1512
2017-06-23,39,1184
2017-06-23,40,1229
2017-06-23,41,1078
2017-06-23,42,1212
2017-06-23,43,1374
2017-06-23,44,4465
2017-06-23,45,3985
2017-06-23,46,3134
2017-06-23,47,3663
2017-06-23,48,2545
2017-06-23,49,3263
2017-06-23,50,2451
2017-06-23,51,1813
2017-06-23,52,2023
2017-06-23,53,1070
2017-06-23,54,741
2017-06-24,1,1299
2017-06-24,2,2196
2017-06-24,3,3501
2017-06-24,4,1519
2017-06-24,5,1250
2017-06-24,6,2134
2017-06-24,7,1914
2017-06-24,8,2799
2017-06-24,9,2116
2017-06-24,10,1002
2017-06-24,11,2263
2017-06-24,12,1318
2017-06-24,13,1050
2017-06-24,14,1598
2017-06-24,15,1282
2017-06-24,16,694
2017-06-24,17,1655
2017-06-24,18,1318
2017-06-24,19,1554
2017-06-24,20,1764
2017-06-24,21,1268
2017-06-24,22,791
2017-06-24,23,1025
2017-06-24,24,2230
2017-06-24,25,1057
2017-06-24,26,664
2017-06-24,27,1718
2017-06-24,28,1361
2017-06-24,29,1258
2017-06-24,30,738
2017-06-24,31,1376
2017-06-24,32,661
2017-06-24,33,1026
2017-06-24,34,2179
2017-06-24,35,766
2017-06-24,36,1079
2017-06-24,37,1619
2017-06-24,38,1994
2017-06-24,39,1687
2017-06-24,40,1401
2017-06-24,41,1246
2017-06-24,42,1506
2017-06-24,43,1464
2017-06-24,44,5061
2017-06-24,45,4508
2017-06-24,46,4270
2017-06-24,47,4504
2017-06-24,48,3434
2017-06-24,49,3456
2017-06-24,50,3094
2017-06-24,51,1890
2017-06-24,52,2422
2017-06-24,53,1298
2017-06-24,54,780
2017-06-25,1,517
2017-06-25,2,2038
2017-06-25,3,3595
2017-06-25,4,1633
2017-06-25,5,1117
2017-06-25,6,2225
2017-06-25,7,1590
2017-06-25,8,2665
2017-06-25,9,2054
2017-06-25,10,813
2017-06-25,11,2365
2017-06-25,12,1279
2017-06-25,13,808
2017-06-25,14,962
2017-06-25,15,977
2017-06-25,16,719
2017-06-25,17,1695
2017-06-25,18,1285
2017-06-25,19,1050
2017-06-25,20,1993
2017-06-25,21,1416
2017-06-25,22,815
2017-06-25,23,978
2017-06-25,24,1723
2017-06-25,25,858
2017-06-25,26,672
2017-06-25,27,1966
2017-06-25,28,1644
2017-06-25,29,1386
2017-06-25,30,700
2017-06-25,31,1566
2017-06-25,32,599
2017-06-25,33,946
2017-06-25,34,1915
2017-06-25,35,707
2017-06-25,36,1143
2017-06-25,37,1160
2017-06-25,38,1856
2017-06-25,39,1471
2017-06-25,40,1136
2017-06-25,41,1373
2017-06-25,42,1412
2017-06-25,43,1634
2017-06-25,44,4960
2017-06-25,45,4470
2017-06-25,46,4415
2017-06-25,47,4383
2017-06-25,48,3737
2017-06-25,49,3483
2017-06-25,50,2973
2017-06-25,51,1846
2017-06-25,52,2276
2017-06-25,53,1080
2017-06-25,54,1003
2017-06-26,1,1752
2017-06-26,2,1835
2017-06-26,3,2846
2017-06-26,4,1262
2017-06-26,5,1185
2017-06-26,6,1650
2017-06-26,7,1879
2017-06-26,8,2503
2017-06-26,9,1800
2017-06-26,10,741
2017-06-26,11,2065
2017-06-26,12,1163
2017-06-26,13,841
2017-06-26,14,1227
2017-06-26,15,1229
2017-06-26,16,722
2017-06-26,17,1413
2017-06-26,18,1206
2017-06-26,19,1154
2017-06-26,20,1226
2017-06-26,21,990
2017-06-26,22,789
2017-06-26,23,871
2017-06-26,24,2024
2017-06-26,25,688
2017-06-26,26,492
2017-06-26,27,1524
2017-06-26,28,1117
2017-06-26,29,1083
2017-06-26,30,719
2017-06-26,31,1310
2017-06-26,32,541
2017-06-26,33,903
2017-06-26,34,1946
2017-06-26,35,588
2017-06-26,36,1059
2017-06-26,37,1477
2017-06-26,38,1301
2017-06-26,39,1298
2017-06-26,40,1201
2017-06-26,41,1141
2017-06-26,42,1056
2017-06-26,43,1389
2017-06-26,44,3926
2017-06-26,45,3205
2017-06-26,46,2841
2017-06-26,47,3320
2017-06-26,48,2366
2017-06-26,49,2686
2017-06-26,50,2161
2017-06-26,51,1479
2017-06-26,52,2398
2017-06-26,53,1102
2017-06-26,54,753
2017-06-27,1,1764
2017-06-27,2,1627
2017-06-27,3,2792
2017-06-27,4,1225
2017-06-27,5,1126
2017-06-27,6,1592
2017-06-27,7,1740
2017-06-27,8,2540
2017-06-27,9,1730
2017-06-27,10,856
2017-06-27,11,2171
2017-06-27,12,1137
2017-06-27,13,806
2017-06-27,14,1255
2017-06-27,15,1353
2017-06-27,16,667
2017-06-27,17,1433
2017-06-27,18,1367
2017-06-27,19,1046
2017-06-27,20,1242
2017-06-27,21,953
2017-06-27,22,787
2017-06-27,23,916
2017-06-27,24,2007
2017-06-27,25,707
2017-06-27,26,409
2017-06-27,27,1387
2017-06-27,28,1246
2017-06-27,29,1178
2017-06-27,30,817
2017-06-27,31,1315
2017-06-27,32,552
2017-06-27,33,905
2017-06-27,34,1835
2017-06-27,35,630
2017-06-27,36,1129
2017-06-27,37,1389
2017-06-27,38,1219
2017-06-27,39,1350
2017-06-27,40,1423
2017-06-27,41,1029
2017-06-27,42,1017
2017-06-27,43,1384
2017-06-27,44,3828
2017-06-27,45,3115
2017-06-27,46,2583
2017-06-27,47,3063
2017-06-27,48,2198
2017-06-27,49,2532
2017-06-27,50,2176
2017-06-27,51,1404
2017-06-27,52,1649
2017-06-27,53,858
2017-06-27,54,767
2017-06-28,1,1906
2017-06-28,2,1813
2017-06-28,3,2957
2017-06-28,4,1352
2017-06-28,5,1148
2017-06-28,6,1599
2017-06-28,7,1938
2017-06-28,8,2584
2017-06-28,9,1634
2017-06-28,10,691
2017-06-28,11,1935
2017-06-28,12,1110
2017-06-28,13,730
2017-06-28,14,1137
2017-06-28,15,1225
2017-06-28,16,677
2017-06-28,17,1298
2017-06-28,18,1203
2017-06-28,19,1024
2017-06-28,20,1259
2017-06-28,21,873
2017-06-28,22,747
2017-06-28,23,946
2017-06-28,24,2139
2017-06-28,25,791
2017-06-28,26,517
2017-06-28,27,1594
2017-06-28,28,989
2017-06-28,29,1016
2017-06-28,30,688
2017-06-28,31,1195
2017-06-28,32,513
2017-06-28,33,817
2017-06-28,34,1745
2017-06-28,35,546
2017-06-28,36,979
2017-06-28,37,1516
2017-06-28,38,1369
2017-06-28,39,1196
2017-06-28,40,1249
2017-06-28,41,1122
2017-06-28,42,1091
2017-06-28,43,1444
2017-06-28,44,4139
2017-06-28,45,3269
2017-06-28,46,2831
2017-06-28,47,3459
2017-06-28,48,2197
2017-06-28,49,2964
2017-06-28,50,2172
2017-06-28,51,1578
2017-06-28,52,1951
2017-06-28,53,1027
2017-06-28,54,662
2017-06-29,1,1645
2017-06-29,2,1699
2017-06-29,3,2701
2017-06-29,4,1169
2017-06-29,5,1132
2017-06-29,6,1537
2017-06-29,7,1833
2017-06-29,8,2398
2017-06-29,9,1723
2017-06-29,10,692
2017-06-29,11,1900
2017-06-29,12,1196
2017-06-29,13,776
2017-06-29,14,1159
2017-06-29,15,1328
2017-06-29,16,608
2017-06-29,17,1246
2017-06-29,18,1187
2017-06-29,19,1025
2017-06-29,20,1333
2017-06-29,21,862
2017-06-29,22,761
2017-06-29,23,970
2017-06-29,24,2094
2017-06-29,25,693
2017-06-29,26,446
2017-06-29,27,1361
2017-06-29,28,1138
2017-06-29,29,1060
2017-06-29,30,782
2017-06-29,31,1307
2017-06-29,32,579
2017-06-29,33,1093
2017-06-29,34,1832
2017-06-29,35,625
2017-06-29,36,1020
2017-06-29,37,1437
2017-06-29,38,1210
2017-06-29,39,1218
2017-06-29,40,1251
2017-06-29,41,999
2017-06-29,42,1085
2017-06-29,43,1312
2017-06-29,44,3778
2017-06-29,45,3048
2017-06-29,46,2652
2017-06-29,47,3259
2017-06-29,48,2161
2017-06-29,49,2704
2017-06-29,50,2162
2017-06-29,51,1392
2017-06-29,52,1713
