id,date,store_nbr,family,sales,onpromotion
2855370,2017-05-26,26,GROCERY I,1644.0,42
2855371,2017-05-26,26,GROCERY II,3.0,0
2855372,2017-05-26,26,HARDWARE,0.0,0
2855373,2017-05-26,26,HOME AND KITCHEN I,29.0,3
2855374,2017-05-26,26,HOME AND KITCHEN II,22.0,3
2855375,2017-05-26,26,HOME APPLIANCES,0.0,0
2855376,2017-05-26,26,HOME CARE,103.0,8
2855377,2017-05-26,26,LADIESWEAR,1.0,0
2855378,2017-05-26,26,LAWN AND GARDEN,7.0,0
2855379,2017-05-26,26,LINGERIE,1.0,0
2855380,2017-05-26,26,"LIQUOR,WINE,BEER",69.0,4
2855381,2017-05-26,26,MAGAZINES,1.0,0
2855382,2017-05-26,26,MEATS,412.958,36
2855383,2017-05-26,26,PERSONAL CARE,146.0,9
2855384,2017-05-26,26,PET SUPPLIES,9.0,0
2855385,2017-05-26,26,PLAYERS AND ELECTRONICS,3.0,0
2855386,2017-05-26,26,POULTRY,224.73799,27
2855387,2017-05-26,26,PREPARED FOODS,25.0,0
2855388,2017-05-26,26,PRODUCE,627.528,6
2855389,2017-05-26,26,SCHOOL AND OFFICE SUPPLIES,2.0,0
2855390,2017-05-26,26,SEAFOOD,3.0,2
2855391,2017-05-26,27,AUTOMOTIVE,14.0,0
2855392,2017-05-26,27,BABY CARE,0.0,0
2855393,2017-05-26,27,BEAUTY,1.0,0
2855394,2017-05-26,27,BEVERAGES,4214.0,32
2855395,2017-05-26,27,BOOKS,0.0,0
2855396,2017-05-26,27,BREAD/BAKERY,710.775,4
2855397,2017-05-26,27,CELEBRATION,31.0,0
2855398,2017-05-26,27,CLEANING,1289.0,31
2855399,2017-05-26,27,DAIRY,1158.0,31
2855400,2017-05-26,27,DELI,367.392,57
2855401,2017-05-26,27,EGGS,289.0,28
2855402,2017-05-26,27,FROZEN FOODS,278.652,4
2855403,2017-05-26,27,GROCERY I,4488.0,46
2855404,2017-05-26,27,GROCERY II,35.0,0
2855405,2017-05-26,27,HARDWARE,5.0,0
2855406,2017-05-26,27,HOME AND KITCHEN I,62.0,2
2855407,2017-05-26,27,HOME AND KITCHEN II,24.0,2
2855408,2017-05-26,27,HOME APPLIANCES,0.0,0
2855409,2017-05-26,27,HOME CARE,264.0,10
2855410,2017-05-26,27,LADIESWEAR,6.0,0
2855411,2017-05-26,27,LAWN AND GARDEN,72.0,0
2855412,2017-05-26,27,LINGERIE,13.0,0
2855413,2017-05-26,27,"LIQUOR,WINE,BEER",326.0,5
2855414,2017-05-26,27,MAGAZINES,4.0,0
2855415,2017-05-26,27,MEATS,482.145,45
2855416,2017-05-26,27,PERSONAL CARE,239.0,7
2855417,2017-05-26,27,PET SUPPLIES,14.0,0
2855418,2017-05-26,27,PLAYERS AND ELECTRONICS,11.0,0
2855419,2017-05-26,27,POULTRY,599.48,38
2855420,2017-05-26,27,PREPARED FOODS,116.658,2
2855421,2017-05-26,27,PRODUCE,3259.934,10
2855422,2017-05-26,27,SCHOOL AND OFFICE SUPPLIES,1.0,0
2855423,2017-05-26,27,SEAFOOD,15.4279995,4
2855424,2017-05-26,28,AUTOMOTIVE,16.0,0
2855425,2017-05-26,28,BABY CARE,0.0,0
2855426,2017-05-26,28,BEAUTY,4.0,4
2855427,2017-05-26,28,BEVERAGES,3624.0,36
2855428,2017-05-26,28,BOOKS,0.0,0
2855429,2017-05-26,28,BREAD/BAKERY,654.0,3
2855430,2017-05-26,28,CELEBRATION,19.0,0
2855431,2017-05-26,28,CLEANING,1487.0,37
2855432,2017-05-26,28,DAIRY,1038.0,19
2855433,2017-05-26,28,DELI,546.46,72
2855434,2017-05-26,28,EGGS,252.0,1
2855435,2017-05-26,28,FROZEN FOODS,117.801,1
2855436,2017-05-26,28,GROCERY I,5066.594,66
2855437,2017-05-26,28,GROCERY II,17.0,0
2855438,2017-05-26,28,HARDWARE,0.0,0
2855439,2017-05-26,28,HOME AND KITCHEN I,40.0,3
2855440,2017-05-26,28,HOME AND KITCHEN II,15.0,2
2855441,2017-05-26,28,HOME APPLIANCES,1.0,0
2855442,2017-05-26,28,HOME CARE,322.0,14
2855443,2017-05-26,28,LADIESWEAR,0.0,0
2855444,2017-05-26,28,LAWN AND GARDEN,18.0,0
2855445,2017-05-26,28,LINGERIE,17.0,0
2855446,2017-05-26,28,"LIQUOR,WINE,BEER",153.0,2
2855447,2017-05-26,28,MAGAZINES,1.0,0
2855448,2017-05-26,28,MEATS,153.465,0
2855449,2017-05-26,28,PERSONAL CARE,316.0,11
2855450,2017-05-26,28,PET SUPPLIES,7.0,0
2855451,2017-05-26,28,PLAYERS AND ELECTRONICS,13.0,0
2855452,2017-05-26,28,POULTRY,322.006,22
2855453,2017-05-26,28,PREPARED FOODS,96.711,2
2855454,2017-05-26,28,PRODUCE,1710.031,5
2855455,2017-05-26,28,SCHOOL AND OFFICE SUPPLIES,1.0,0
2855456,2017-05-26,28,SEAFOOD,2.0,1
2855457,2017-05-26,29,AUTOMOTIVE,6.0,0
2855458,2017-05-26,29,BABY CARE,0.0,0
2855459,2017-05-26,29,BEAUTY,12.0,2
2855460,2017-05-26,29,BEVERAGES,2835.0,31
2855461,2017-05-26,29,BOOKS,0.0,0
2855462,2017-05-26,29,BREAD/BAKERY,573.0,4
2855463,2017-05-26,29,CELEBRATION,19.0,0
2855464,2017-05-26,29,CLEANING,1210.0,35
2855465,2017-05-26,29,DAIRY,797.0,19
2855466,2017-05-26,29,DELI,387.1,72
2855467,2017-05-26,29,EGGS,152.0,0
2855468,2017-05-26,29,FROZEN FOODS,115.0,2
2855469,2017-05-26,29,GROCERY I,3780.406,63
2855470,2017-05-26,29,GROCERY II,20.0,0
2855471,2017-05-26,29,HARDWARE,1.0,0
2855472,2017-05-26,29,HOME AND KITCHEN I,27.0,2
2855473,2017-05-26,29,HOME AND KITCHEN II,18.0,1
2855474,2017-05-26,29,HOME APPLIANCES,0.0,0
2855475,2017-05-26,29,HOME CARE,211.0,13
2855476,2017-05-26,29,LADIESWEAR,0.0,0
2855477,2017-05-26,29,LAWN AND GARDEN,12.0,0
2855478,2017-05-26,29,LINGERIE,2.0,0
2855479,2017-05-26,29,"LIQUOR,WINE,BEER",310.0,6
2855480,2017-05-26,29,MAGAZINES,3.0,0
2855481,2017-05-26,29,MEATS,142.745,0
2855482,2017-05-26,29,PERSONAL CARE,281.0,10
2855483,2017-05-26,29,PET SUPPLIES,7.0,0
2855484,2017-05-26,29,PLAYERS AND ELECTRONICS,8.0,0
2855485,2017-05-26,29,POULTRY,306.748,18
2855486,2017-05-26,29,PREPARED FOODS,79.114,1
2855487,2017-05-26,29,PRODUCE,1101.988,4
2855488,2017-05-26,29,SCHOOL AND OFFICE SUPPLIES,4.0,0
2855489,2017-05-26,29,SEAFOOD,13.0,1
2855490,2017-05-26,3,AUTOMOTIVE,13.0,0
2855491,2017-05-26,3,BABY CARE,3.0,0
2855492,2017-05-26,3,BEAUTY,10.0,1
2855493,2017-05-26,3,BEVERAGES,10878.0,36
2855494,2017-05-26,3,BOOKS,0.0,0
2855495,2017-05-26,3,BREAD/BAKERY,1457.7161,5
2855496,2017-05-26,3,CELEBRATION,48.0,1
2855497,2017-05-26,3,CLEANING,2395.0,36
2855498,2017-05-26,3,DAIRY,2592.0,34
2855499,2017-05-26,3,DELI,534.814,68
2855500,2017-05-26,3,EGGS,565.0,31
2855501,2017-05-26,3,FROZEN FOODS,619.30597,4
2855502,2017-05-26,3,GROCERY I,9914.0,56
2855503,2017-05-26,3,GROCERY II,127.0,0
2855504,2017-05-26,3,HARDWARE,6.0,0
2855505,2017-05-26,3,HOME AND KITCHEN I,71.0,2
2855506,2017-05-26,3,HOME AND KITCHEN II,85.0,6
2855507,2017-05-26,3,HOME APPLIANCES,2.0,0
2855508,2017-05-26,3,HOME CARE,636.0,13
2855509,2017-05-26,3,LADIESWEAR,56.0,0
2855510,2017-05-26,3,LAWN AND GARDEN,94.0,0
2855511,2017-05-26,3,LINGERIE,23.0,0
2855512,2017-05-26,3,"LIQUOR,WINE,BEER",482.0,5
2855513,2017-05-26,3,MAGAZINES,38.0,0
2855514,2017-05-26,3,MEATS,1503.547,51
2855515,2017-05-26,3,PERSONAL CARE,659.0,12
2855516,2017-05-26,3,PET SUPPLIES,19.0,0
2855517,2017-05-26,3,PLAYERS AND ELECTRONICS,33.0,0
2855518,2017-05-26,3,POULTRY,1854.108,45
2855519,2017-05-26,3,PREPARED FOODS,289.286,1
2855520,2017-05-26,3,PRODUCE,8814.508,10
2855521,2017-05-26,3,SCHOOL AND OFFICE SUPPLIES,1.0,0
2855522,2017-05-26,3,SEAFOOD,169.368,7
2855523,2017-05-26,30,AUTOMOTIVE,3.0,0
2855524,2017-05-26,30,BABY CARE,0.0,0
2855525,2017-05-26,30,BEAUTY,0.0,0
2855526,2017-05-26,30,BEVERAGES,971.0,25
2855527,2017-05-26,30,BOOKS,0.0,0
2855528,2017-05-26,30,BREAD/BAKERY,122.0,2
2855529,2017-05-26,30,CELEBRATION,4.0,0
2855530,2017-05-26,30,CLEANING,4197.0,17
2855531,2017-05-26,30,DAIRY,210.0,13
2855532,2017-05-26,30,DELI,108.0,27
2855533,2017-05-26,30,EGGS,123.0,0
2855534,2017-05-26,30,FROZEN FOODS,50.0,1
2855535,2017-05-26,30,GROCERY I,1574.0,49
2855536,2017-05-26,30,GROCERY II,2.0,0
2855537,2017-05-26,30,HARDWARE,1.0,0
2855538,2017-05-26,30,HOME AND KITCHEN I,12.0,0
2855539,2017-05-26,30,HOME AND KITCHEN II,1.0,0
2855540,2017-05-26,30,HOME APPLIANCES,0.0,0
2855541,2017-05-26,30,HOME CARE,87.0,9
2855542,2017-05-26,30,LADIESWEAR,0.0,0
2855543,2017-05-26,30,LAWN AND GARDEN,0.0,0
2855544,2017-05-26,30,LINGERIE,2.0,0
2855545,2017-05-26,30,"LIQUOR,WINE,BEER",204.0,3
2855546,2017-05-26,30,MAGAZINES,0.0,0
2855547,2017-05-26,30,MEATS,46.227,0
2855548,2017-05-26,30,PERSONAL CARE,75.0,5
2855549,2017-05-26,30,PET SUPPLIES,3.0,0
2855550,2017-05-26,30,PLAYERS AND ELECTRONICS,5.0,0
2855551,2017-05-26,30,POULTRY,134.425,19
2855552,2017-05-26,30,PREPARED FOODS,15.0,0
2855553,2017-05-26,30,PRODUCE,407.052,1
2855554,2017-05-26,30,SCHOOL AND OFFICE SUPPLIES,0.0,0
2855555,2017-05-26,30,SEAFOOD,0.0,0
2855556,2017-05-26,31,AUTOMOTIVE,8.0,0
2855557,2017-05-26,31,BABY CARE,6.0,0
2855558,2017-05-26,31,BEAUTY,3.0,2
2855559,2017-05-26,31,BEVERAGES,2256.0,24
2855560,2017-05-26,31,BOOKS,0.0,0
2855561,2017-05-26,31,BREAD/BAKERY,512.0,2
2855562,2017-05-26,31,CELEBRATION,9.0,0
2855563,2017-05-26,31,CLEANING,1604.0,34
2855564,2017-05-26,31,DAIRY,729.0,14
2855565,2017-05-26,31,DELI,304.358,51
2855566,2017-05-26,31,EGGS,298.0,0
2855567,2017-05-26,31,FROZEN FOODS,230.068,0
2855568,2017-05-26,31,GROCERY I,4858.398,54
2855569,2017-05-26,31,GROCERY II,13.0,0
2855570,2017-05-26,31,HARDWARE,0.0,0
2855571,2017-05-26,31,HOME AND KITCHEN I,44.0,2
2855572,2017-05-26,31,HOME AND KITCHEN II,29.0,3
2855573,2017-05-26,31,HOME APPLIANCES,1.0,0
2855574,2017-05-26,31,HOME CARE,328.0,15
2855575,2017-05-26,31,LADIESWEAR,7.0,0
2855576,2017-05-26,31,LAWN AND GARDEN,5.0,0
2855577,2017-05-26,31,LINGERIE,11.0,0
2855578,2017-05-26,31,"LIQUOR,WINE,BEER",40.0,4
2855579,2017-05-26,31,MAGAZINES,4.0,0
2855580,2017-05-26,31,MEATS,373.46,0
2855581,2017-05-26,31,PERSONAL CARE,334.0,14
2855582,2017-05-26,31,PET SUPPLIES,4.0,0
2855583,2017-05-26,31,PLAYERS AND ELECTRONICS,8.0,0
2855584,2017-05-26,31,POULTRY,198.665,21
2855585,2017-05-26,31,PREPARED FOODS,75.18,1
2855586,2017-05-26,31,PRODUCE,1488.241,3
2855587,2017-05-26,31,SCHOOL AND OFFICE SUPPLIES,2.0,0
2855588,2017-05-26,31,SEAFOOD,7.0,1
2855589,2017-05-26,32,AUTOMOTIVE,3.0,0
2855590,2017-05-26,32,BABY CARE,0.0,0
2855591,2017-05-26,32,BEAUTY,0.0,0
2855592,2017-05-26,32,BEVERAGES,731.0,20
2855593,2017-05-26,32,BOOKS,0.0,0
2855594,2017-05-26,32,BREAD/BAKERY,78.0,2
2855595,2017-05-26,32,CELEBRATION,1.0,0
2855596,2017-05-26,32,CLEANING,2352.0,19
2855597,2017-05-26,32,DAIRY,173.0,8
2855598,2017-05-26,32,DELI,126.0,31
2855599,2017-05-26,32,EGGS,131.0,0
2855600,2017-05-26,32,FROZEN FOODS,27.0,0
2855601,2017-05-26,32,GROCERY I,1372.0,43
2855602,2017-05-26,32,GROCERY II,9.0,0
2855603,2017-05-26,32,HARDWARE,1.0,0
2855604,2017-05-26,32,HOME AND KITCHEN I,10.0,2
2855605,2017-05-26,32,HOME AND KITCHEN II,2.0,0
2855606,2017-05-26,32,HOME APPLIANCES,1.0,0
2855607,2017-05-26,32,HOME CARE,75.0,5
2855608,2017-05-26,32,LADIESWEAR,0.0,0
2855609,2017-05-26,32,LAWN AND GARDEN,0.0,0
2855610,2017-05-26,32,LINGERIE,0.0,0
2855611,2017-05-26,32,"LIQUOR,WINE,BEER",20.0,2
2855612,2017-05-26,32,MAGAZINES,0.0,0
2855613,2017-05-26,32,MEATS,70.756,0
2855614,2017-05-26,32,PERSONAL CARE,77.0,3
2855615,2017-05-26,32,PET SUPPLIES,0.0,0
2855616,2017-05-26,32,PLAYERS AND ELECTRONICS,3.0,0
2855617,2017-05-26,32,POULTRY,101.342,14
2855618,2017-05-26,32,PREPARED FOODS,14.0,0
2855619,2017-05-26,32,PRODUCE,151.324,1
2855620,2017-05-26,32,SCHOOL AND OFFICE SUPPLIES,4.0,0
2855621,2017-05-26,32,SEAFOOD,3.0,0
2855622,2017-05-26,33,AUTOMOTIVE,8.0,0
2855623,2017-05-26,33,BABY CARE,0.0,0
2855624,2017-05-26,33,BEAUTY,3.0,1
2855625,2017-05-26,33,BEVERAGES,1361.0,25
2855626,2017-05-26,33,BOOKS,0.0,0
2855627,2017-05-26,33,BREAD/BAKERY,147.0,1
2855628,2017-05-26,33,CELEBRATION,8.0,0
2855629,2017-05-26,33,CLEANING,750.0,25
2855630,2017-05-26,33,DAIRY,436.0,14
2855631,2017-05-26,33,DELI,186.0,47
2855632,2017-05-26,33,EGGS,122.0,0
2855633,2017-05-26,33,FROZEN FOODS,136.0,2
2855634,2017-05-26,33,GROCERY I,2741.0,52
2855635,2017-05-26,33,GROCERY II,4.0,0
2855636,2017-05-26,33,HARDWARE,1.0,0
2855637,2017-05-26,33,HOME AND KITCHEN I,43.0,2
2855638,2017-05-26,33,HOME AND KITCHEN II,25.0,3
2855639,2017-05-26,33,HOME APPLIANCES,1.0,0
2855640,2017-05-26,33,HOME CARE,160.0,11
2855641,2017-05-26,33,LADIESWEAR,0.0,0
2855642,2017-05-26,33,LAWN AND GARDEN,0.0,0
2855643,2017-05-26,33,LINGERIE,14.0,0
2855644,2017-05-26,33,"LIQUOR,WINE,BEER",92.0,3
2855645,2017-05-26,33,MAGAZINES,6.0,0
2855646,2017-05-26,33,MEATS,218.612,0
2855647,2017-05-26,33,PERSONAL CARE,219.0,9
2855648,2017-05-26,33,PET SUPPLIES,2.0,0
2855649,2017-05-26,33,PLAYERS AND ELECTRONICS,6.0,0
2855650,2017-05-26,33,POULTRY,396.541,20
2855651,2017-05-26,33,PREPARED FOODS,48.0,0
2855652,2017-05-26,33,PRODUCE,1297.545,4
2855653,2017-05-26,33,SCHOOL AND OFFICE SUPPLIES,0.0,0
2855654,2017-05-26,33,SEAFOOD,2.0,0
2855655,2017-05-26,34,AUTOMOTIVE,9.0,0
2855656,2017-05-26,34,BABY CARE,0.0,0
2855657,2017-05-26,34,BEAUTY,2.0,0
2855658,2017-05-26,34,BEVERAGES,3046.0,28
2855659,2017-05-26,34,BOOKS,0.0,0
2855660,2017-05-26,34,BREAD/BAKERY,608.0,2
2855661,2017-05-26,34,CELEBRATION,9.0,0
2855662,2017-05-26,34,CLEANING,958.0,29
2855663,2017-05-26,34,DAIRY,795.0,15
2855664,2017-05-26,34,DELI,272.022,57
2855665,2017-05-26,34,EGGS,165.0,0
2855666,2017-05-26,34,FROZEN FOODS,93.331,0
2855667,2017-05-26,34,GROCERY I,5262.125,58
2855668,2017-05-26,34,GROCERY II,6.0,0
2855669,2017-05-26,34,HARDWARE,2.0,0
2855670,2017-05-26,34,HOME AND KITCHEN I,46.0,0
2855671,2017-05-26,34,HOME AND KITCHEN II,65.0,3
2855672,2017-05-26,34,HOME APPLIANCES,2.0,0
2855673,2017-05-26,34,HOME CARE,239.0,12
2855674,2017-05-26,34,LADIESWEAR,11.0,0
2855675,2017-05-26,34,LAWN AND GARDEN,11.0,0
2855676,2017-05-26,34,LINGERIE,8.0,0
2855677,2017-05-26,34,"LIQUOR,WINE,BEER",67.0,5
2855678,2017-05-26,34,MAGAZINES,2.0,0
2855679,2017-05-26,34,MEATS,157.648,0
2855680,2017-05-26,34,PERSONAL CARE,348.0,12
2855681,2017-05-26,34,PET SUPPLIES,2.0,0
2855682,2017-05-26,34,PLAYERS AND ELECTRONICS,11.0,0
2855683,2017-05-26,34,POULTRY,168.159,17
2855684,2017-05-26,34,PREPARED FOODS,30.237,2
2855685,2017-05-26,34,PRODUCE,778.95703,4
2855686,2017-05-26,34,SCHOOL AND OFFICE SUPPLIES,2.0,0
2855687,2017-05-26,34,SEAFOOD,5.0,0
2855688,2017-05-26,35,AUTOMOTIVE,8.0,0
2855689,2017-05-26,35,BABY CARE,0.0,0
2855690,2017-05-26,35,BEAUTY,1.0,1
2855691,2017-05-26,35,BEVERAGES,1852.0,22
2855692,2017-05-26,35,BOOKS,0.0,0
2855693,2017-05-26,35,BREAD/BAKERY,132.0,2
2855694,2017-05-26,35,CELEBRATION,5.0,0
2855695,2017-05-26,35,CLEANING,777.0,25
2855696,2017-05-26,35,DAIRY,255.0,8
2855697,2017-05-26,35,DELI,193.0,38
2855698,2017-05-26,35,EGGS,289.0,1
2855699,2017-05-26,35,FROZEN FOODS,149.0,2
2855700,2017-05-26,35,GROCERY I,2561.0,56
2855701,2017-05-26,35,GROCERY II,16.0,0
2855702,2017-05-26,35,HARDWARE,2.0,0
2855703,2017-05-26,35,HOME AND KITCHEN I,23.0,1
2855704,2017-05-26,35,HOME AND KITCHEN II,17.0,1
2855705,2017-05-26,35,HOME APPLIANCES,0.0,0
2855706,2017-05-26,35,HOME CARE,133.0,9
2855707,2017-05-26,35,LADIESWEAR,0.0,0
2855708,2017-05-26,35,LAWN AND GARDEN,0.0,0
2855709,2017-05-26,35,LINGERIE,0.0,0
2855710,2017-05-26,35,"LIQUOR,WINE,BEER",197.0,6
2855711,2017-05-26,35,MAGAZINES,2.0,0
2855712,2017-05-26,35,MEATS,218.672,0
2855713,2017-05-26,35,PERSONAL CARE,142.0,9
2855714,2017-05-26,35,PET SUPPLIES,0.0,0
2855715,2017-05-26,35,PLAYERS AND ELECTRONICS,3.0,0
2855716,2017-05-26,35,POULTRY,111.979004,14
2855717,2017-05-26,35,PREPARED FOODS,34.0,0
2855718,2017-05-26,35,PRODUCE,504.001,2
2855719,2017-05-26,35,SCHOOL AND OFFICE SUPPLIES,0.0,0
2855720,2017-05-26,35,SEAFOOD,1.0,0
2855721,2017-05-26,36,AUTOMOTIVE,15.0,0
2855722,2017-05-26,36,BABY CARE,0.0,0
2855723,2017-05-26,36,BEAUTY,4.0,2
2855724,2017-05-26,36,BEVERAGES,3387.0,31
2855725,2017-05-26,36,BOOKS,0.0,0
2855726,2017-05-26,36,BREAD/BAKERY,501.0,2
2855727,2017-05-26,36,CELEBRATION,3.0,0
2855728,2017-05-26,36,CLEANING,1160.0,34
2855729,2017-05-26,36,DAIRY,738.0,16
2855730,2017-05-26,36,DELI,323.58,61
2855731,2017-05-26,36,EGGS,248.0,1
2855732,2017-05-26,36,FROZEN FOODS,117.474,2
2855733,2017-05-26,36,GROCERY I,4418.141,58
2855734,2017-05-26,36,GROCERY II,24.0,0
2855735,2017-05-26,36,HARDWARE,1.0,0
2855736,2017-05-26,36,HOME AND KITCHEN I,33.0,3
2855737,2017-05-26,36,HOME AND KITCHEN II,18.0,3
2855738,2017-05-26,36,HOME APPLIANCES,2.0,0
2855739,2017-05-26,36,HOME CARE,232.0,10
2855740,2017-05-26,36,LADIESWEAR,0.0,0
2855741,2017-05-26,36,LAWN AND GARDEN,47.0,0
2855742,2017-05-26,36,LINGERIE,0.0,0
2855743,2017-05-26,36,"LIQUOR,WINE,BEER",165.0,6
2855744,2017-05-26,36,MAGAZINES,2.0,0
2855745,2017-05-26,36,MEATS,291.923,1
2855746,2017-05-26,36,PERSONAL CARE,270.0,9
2855747,2017-05-26,36,PET SUPPLIES,3.0,0
2855748,2017-05-26,36,PLAYERS AND ELECTRONICS,11.0,0
2855749,2017-05-26,36,POULTRY,190.977,19
2855750,2017-05-26,36,PREPARED FOODS,81.802,1
2855751,2017-05-26,36,PRODUCE,1669.191,4
2855752,2017-05-26,36,SCHOOL AND OFFICE SUPPLIES,1.0,0
2855753,2017-05-26,36,SEAFOOD,5.0,1
2855754,2017-05-26,37,AUTOMOTIVE,4.0,0
2855755,2017-05-26,37,BABY CARE,0.0,0
2855756,2017-05-26,37,BEAUTY,8.0,0
2855757,2017-05-26,37,BEVERAGES,2977.0,26
2855758,2017-05-26,37,BOOKS,0.0,0
2855759,2017-05-26,37,BREAD/BAKERY,553.555,6
2855760,2017-05-26,37,CELEBRATION,19.0,1
2855761,2017-05-26,37,CLEANING,1031.0,31
2855762,2017-05-26,37,DAIRY,979.0,29
2855763,2017-05-26,37,DELI,172.458,50
2855764,2017-05-26,37,EGGS,140.0,26
2855765,2017-05-26,37,FROZEN FOODS,195.361,4
2855766,2017-05-26,37,GROCERY I,3916.0,42
2855767,2017-05-26,37,GROCERY II,46.0,0
2855768,2017-05-26,37,HARDWARE,1.0,0
2855769,2017-05-26,37,HOME AND KITCHEN I,45.0,0
2855770,2017-05-26,37,HOME AND KITCHEN II,36.0,4
2855771,2017-05-26,37,HOME APPLIANCES,0.0,0
2855772,2017-05-26,37,HOME CARE,262.0,10
2855773,2017-05-26,37,LADIESWEAR,24.0,0
2855774,2017-05-26,37,LAWN AND GARDEN,16.0,0
2855775,2017-05-26,37,LINGERIE,0.0,0
2855776,2017-05-26,37,"LIQUOR,WINE,BEER",165.0,3
2855777,2017-05-26,37,MAGAZINES,10.0,0
2855778,2017-05-26,37,MEATS,271.656,34
2855779,2017-05-26,37,PERSONAL CARE,297.0,8
2855780,2017-05-26,37,PET SUPPLIES,10.0,0
2855781,2017-05-26,37,PLAYERS AND ELECTRONICS,12.0,0
2855782,2017-05-26,37,POULTRY,320.111,30
2855783,2017-05-26,37,PREPARED FOODS,131.07,2
2855784,2017-05-26,37,PRODUCE,2964.638,10
2855785,2017-05-26,37,SCHOOL AND OFFICE SUPPLIES,1.0,0
2855786,2017-05-26,37,SEAFOOD,27.493,5
2855787,2017-05-26,38,AUTOMOTIVE,13.0,0
2855788,2017-05-26,38,BABY CARE,0.0,0
2855789,2017-05-26,38,BEAUTY,12.0,1
2855790,2017-05-26,38,BEVERAGES,2705.0,34
2855791,2017-05-26,38,BOOKS,0.0,0
2855792,2017-05-26,38,BREAD/BAKERY,455.405,5
2855793,2017-05-26,38,CELEBRATION,17.0,0
2855794,2017-05-26,38,CLEANING,1181.0,34
2855795,2017-05-26,38,DAIRY,995.0,31
2855796,2017-05-26,38,DELI,188.462,59
2855797,2017-05-26,38,EGGS,123.0,24
2855798,2017-05-26,38,FROZEN FOODS,160.0,3
2855799,2017-05-26,38,GROCERY I,4314.0,50
2855800,2017-05-26,38,GROCERY II,25.0,0
2855801,2017-05-26,38,HARDWARE,1.0,0
2855802,2017-05-26,38,HOME AND KITCHEN I,37.0,2
2855803,2017-05-26,38,HOME AND KITCHEN II,128.0,6
2855804,2017-05-26,38,HOME APPLIANCES,0.0,0
2855805,2017-05-26,38,HOME CARE,443.0,12
2855806,2017-05-26,38,LADIESWEAR,27.0,0
2855807,2017-05-26,38,LAWN AND GARDEN,17.0,0
2855808,2017-05-26,38,LINGERIE,8.0,0
2855809,2017-05-26,38,"LIQUOR,WINE,BEER",98.0,5
2855810,2017-05-26,38,MAGAZINES,7.0,0
2855811,2017-05-26,38,MEATS,234.577,32
2855812,2017-05-26,38,PERSONAL CARE,451.0,7
2855813,2017-05-26,38,PET SUPPLIES,10.0,0
2855814,2017-05-26,38,PLAYERS AND ELECTRONICS,9.0,0
2855815,2017-05-26,38,POULTRY,219.237,34
2855816,2017-05-26,38,PREPARED FOODS,80.528,2
2855817,2017-05-26,38,PRODUCE,1995.845,9
2855818,2017-05-26,38,SCHOOL AND OFFICE SUPPLIES,0.0,0
2855819,2017-05-26,38,SEAFOOD,25.373001,5
2855820,2017-05-26,39,AUTOMOTIVE,14.0,0
2855821,2017-05-26,39,BABY CARE,0.0,0
2855822,2017-05-26,39,BEAUTY,10.0,3
2855823,2017-05-26,39,BEVERAGES,3549.0,39
2855824,2017-05-26,39,BOOKS,0.0,0
2855825,2017-05-26,39,BREAD/BAKERY,694.0,2
2855826,2017-05-26,39,CELEBRATION,8.0,0
2855827,2017-05-26,39,CLEANING,1579.0,40
2855828,2017-05-26,39,DAIRY,765.0,23
2855829,2017-05-26,39,DELI,208.906,54
2855830,2017-05-26,39,EGGS,229.0,1
2855831,2017-05-26,39,FROZEN FOODS,90.0,2
2855832,2017-05-26,39,GROCERY I,5478.539,66
2855833,2017-05-26,39,GROCERY II,64.0,0
2855834,2017-05-26,39,HARDWARE,2.0,0
2855835,2017-05-26,39,HOME AND KITCHEN I,36.0,2
2855836,2017-05-26,39,HOME AND KITCHEN II,21.0,2
2855837,2017-05-26,39,HOME APPLIANCES,0.0,0
2855838,2017-05-26,39,HOME CARE,311.0,16
2855839,2017-05-26,39,LADIESWEAR,17.0,0
2855840,2017-05-26,39,LAWN AND GARDEN,27.0,0
2855841,2017-05-26,39,LINGERIE,3.0,0
2855842,2017-05-26,39,"LIQUOR,WINE,BEER",158.0,5
2855843,2017-05-26,39,MAGAZINES,2.0,0
2855844,2017-05-26,39,MEATS,221.59999,0
2855845,2017-05-26,39,PERSONAL CARE,287.0,10
2855846,2017-05-26,39,PET SUPPLIES,7.0,0
2855847,2017-05-26,39,PLAYERS AND ELECTRONICS,7.0,0
2855848,2017-05-26,39,POULTRY,393.65298,24
2855849,2017-05-26,39,PREPARED FOODS,69.195,2
2855850,2017-05-26,39,PRODUCE,1896.156,7
2855851,2017-05-26,39,SCHOOL AND OFFICE SUPPLIES,0.0,0
2855852,2017-05-26,39,SEAFOOD,11.165,0
2855853,2017-05-26,4,AUTOMOTIVE,3.0,0
2855854,2017-05-26,4,BABY CARE,0.0,0
2855855,2017-05-26,4,BEAUTY,6.0,1
2855856,2017-05-26,4,BEVERAGES,2760.0,33
2855857,2017-05-26,4,BOOKS,0.0,0
2855858,2017-05-26,4,BREAD/BAKERY,380.443,5
2855859,2017-05-26,4,CELEBRATION,6.0,0
2855860,2017-05-26,4,CLEANING,842.0,29
2855861,2017-05-26,4,DAIRY,896.0,31
2855862,2017-05-26,4,DELI,261.663,55
2855863,2017-05-26,4,EGGS,160.0,28
2855864,2017-05-26,4,FROZEN FOODS,110.0,3
